"Name"	"Description"	"Language"	"Topics"	"URL"	"Stars"
"TheAlgorithms/Python"	"All Algorithms implemented in Python"	"Python"	"algorithm,algorithm-competitions,algorithms-implemented,algos,community-driven,education,hacktoberfest,interview,learn,practice,python,searches,sorting-algorithms,sorts"	"https://github.com/TheAlgorithms/Python"	"218588"
"Rishabh-creator601/Books"	"Books / PDFS / EPUBS for different fields of programming  . READ GROW AND ENJOY ≡ƒÿè≡ƒÿè≡ƒÿè≡ƒÿè"	"Unknown"	"computer-vision,cpp,deep-learning,dvc-pipeline,hacking,hypothesis-testing,javascript,machine-learning,maths,mlflow,mongodb-database,natural-language-processing,pdfs,python,reinforcement-learning,sqlite3,statistics,stats,yolo"	"https://github.com/Rishabh-creator601/Books"	"476"
"whyankush07/roadmaps-by-ankush"	"This repo contains all of the roadmaps and blueprints I have designed for the people who trust me for guiding them."	"Unknown"	"appdevelopment,cloudcomputing,github,linkedin,machinelearning,webdevelopment"	"https://github.com/whyankush07/roadmaps-by-ankush"	"137"
"anuraghazra/github-readme-stats"	":zap: Dynamically generated stats for your github readmes"	"JavaScript"	"dynamic,profile-readme,readme-generator,readme-stats,serverless"	"https://github.com/anuraghazra/github-readme-stats"	"78685"
"GoogleCloudPlatform/agent-starter-pack"	"Ship AI Agents to Google Cloud in minutes, not months. Production-ready templates with built-in CI/CD, evaluation, and observability."	"Python"	"agents,gcp,gemini,genai-agents,generative-ai,llmops,mlops,observability"	"https://github.com/GoogleCloudPlatform/agent-starter-pack"	"5935"
"pguso/ai-agents-from-scratch"	"Demystify AI agents by building them yourself. Local LLMs, no black boxes, real understanding of function calling, memory, and ReAct patterns."	"JavaScript"	"ai-agents,educational,function-calling,llm,llm-agent,node-llama-cpp,react-agent,tutorial"	"https://github.com/pguso/ai-agents-from-scratch"	"3276"
"pguso/rag-from-scratch"	"Demystify RAG by building it from scratch. Local LLMs, no black boxes - real understanding of embeddings, vector search, retrieval, and context-augmented generation."	"JavaScript"	"agents,ai-agents,educational,llm,node-llama-cpp,nodejs,rag,rag-chatbot,rag-pipeline,tutorial"	"https://github.com/pguso/rag-from-scratch"	"1237"
"HKUDS/AutoAgent"	"""AutoAgent: Fully-Automated and Zero-Code LLM Agent Framework"""	"Python"	"agent,llms"	"https://github.com/HKUDS/AutoAgent"	"8648"
"jayxin/Ilya-30u30"	"This repository contains the resources(papers, blogs, websites, etc.) Ilya recommended to learn about Artificial Intelligence."	"HTML"	""	"https://github.com/jayxin/Ilya-30u30"	"744"
"Nutlope/self.so"	"LinkedIn -> personal site generator"	"TypeScript"	""	"https://github.com/Nutlope/self.so"	"2902"
"javiramos1/qagent"	"Simple AI Agent to answer questions for specific domains based on website docs"	"Python"	""	"https://github.com/javiramos1/qagent"	"210"
"FalkorDB/FalkorDB"	"A super fast Graph Database uses GraphBLAS under the hood for its sparse adjacency matrix graph representation. Our goal is to provide the best Knowledge Graph for LLM (GraphRAG)."	"C"	"cloud-database,database,database-as-a-service,developer-tools,devtools,graph-database,graphrag,knowledge-graph,realtime-database"	"https://github.com/FalkorDB/FalkorDB"	"3693"
"infiniflow/ragflow"	"RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs"	"Python"	"agent,agentic,agentic-ai,agentic-workflow,ai,ai-search,context-engineering,context-retrieval,deep-research,deepseek,deepseek-r1,document-parser,document-understanding,graphrag,llm,mcp,ollama,openai,rag,retrieval-augmented-generation"	"https://github.com/infiniflow/ragflow"	"74776"
"apify/crawlee-python"	"CrawleeΓÇöA web scraping and browser automation library for Python to build reliable crawlers. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Parsel, BeautifulSoup, Playwright, and raw HTTP. Both headful and headless mode. With proxy rotation."	"Python"	"apify,automation,beautifulsoup,crawler,crawling,hacktoberfest,headless,headless-chrome,parsel,pip,playwright,python,scraper,scraping,web-crawler,web-crawling,web-scraping"	"https://github.com/apify/crawlee-python"	"8482"
"alphaiterations/multi-agent-chatbot"	"multi-agent-chatbot"	"Jupyter Notebook"	""	"https://github.com/alphaiterations/multi-agent-chatbot"	"8"
"anthropics/claude-cookbooks"	"A collection of notebooks/recipes showcasing some fun and effective ways of using Claude."	"Jupyter Notebook"	""	"https://github.com/anthropics/claude-cookbooks"	"34710"
"K-Dense-AI/karpathy"	"An agentic Machine Learning Engineer"	"Python"	"agentic-ai,automl,machine-learning"	"https://github.com/K-Dense-AI/karpathy"	"1256"
"durgeshsamariya/Data-Science-Machine-Learning-Project-with-Source-Code"	"Data Science and Machine Learning projects with source code."	"Unknown"	"artificial-intelligence,awesome,awesome-list,data-science,data-science-projects,machine-learning,machine-learning-projects,python"	"https://github.com/durgeshsamariya/Data-Science-Machine-Learning-Project-with-Source-Code"	"1086"
"DigitalPlatDev/FreeDomain"	"DigitalPlat FreeDomain: Free Domain For Everyone"	"HTML"	"digitalplat,domain,domain-platform,domainname,domains,free,freedomain"	"https://github.com/DigitalPlatDev/FreeDomain"	"151824"
"samuelgursky/davinci-resolve-mcp"	"MCP server integration for DaVinci Resolve"	"Python"	"blackmagic,blackmagic-design,blackmagicdesign,davinci-resolve,davinciresolve,mcp,mcp-server"	"https://github.com/samuelgursky/davinci-resolve-mcp"	"623"
"MoonWalker440/Music-Megathread"	"A Comprehensive List For All Music ≡ƒÄ╢ Lovers. It's a treasure trove of music resources to enhance your listening experience and discover new music."	"Unknown"	""	"https://github.com/MoonWalker440/Music-Megathread"	"2519"
"daytonaio/daytona"	"Daytona is a Secure and Elastic Infrastructure for Running AI-Generated Code"	"TypeScript"	"agentic-workflow,ai,ai-agents,ai-runtime,ai-sandboxes,code-execution,code-interpreter,developer-tools"	"https://github.com/daytonaio/daytona"	"63686"
"CopilotKit/CopilotKit"	"The Frontend for Agents & Generative UI. React + Angular"	"TypeScript"	"agent,agent-native,agentic-ai,agents,ai,ai-agent,ai-assistant,assistant,assistant-chat-bots,copilot,copilot-chat,generative-ui,js,llm,nextjs,open-source,react,reactjs,ts,typescript"	"https://github.com/CopilotKit/CopilotKit"	"29283"
"getzep/graphiti"	"Build Real-Time Knowledge Graphs for AI Agents"	"Python"	"agents,graph,llms,rag"	"https://github.com/getzep/graphiti"	"23578"
"Tencent/WeKnora"	"LLM-powered framework for deep document understanding, semantic retrieval, and context-aware answers using RAG paradigm."	"Go"	"agent,agentic,ai,chatbot,chatbots,embeddings,evaluation,generative-ai,golang,knowledge-base,llm,multi-tenant,multimodel,ollama,openai,question-answering,rag,reranking,semantic-search,vector-search"	"https://github.com/Tencent/WeKnora"	"13334"
"N1KH1LT0X1N/VidyaSetu"	"≡ƒôÜ Comprehensive digital platform designed to empower students, faculty, and administrators in managing academic portfolios, achievements, and institutional accreditation processes"	"JavaScript"	""	"https://github.com/N1KH1LT0X1N/VidyaSetu"	"2"
"iam-veeramalla/aws-devops-zero-to-hero"	"AWS zero to hero repo for devops engineers to learn AWS in 30 Days. This repo includes projects, presentations, interview questions and real time examples."	"Python"	""	"https://github.com/iam-veeramalla/aws-devops-zero-to-hero"	"10548"
"N1KH1LT0X1N/Fifa-Plotting"	"≡ƒÿ¼ I was told to make graphs that might blow your minds, idk how, follow me as i fail miserably (spoiler alert - i did it)"	"Jupyter Notebook"	"data-science,data-visualization,eda,fifa,machine-learning"	"https://github.com/N1KH1LT0X1N/Fifa-Plotting"	"1"
"N1KH1LT0X1N/Saral.AI"	"≡ƒÄô Transform research papers into educational videos, podcasts, mind maps, and visual stories using AI. Democratizing research through multi-format content generation."	"C"	"accessibility,ai,arxiv,chrome-extension,education,fastapi,mindmap,podcast,react,research,research-paper,video-generation,whatsapp-bot"	"https://github.com/N1KH1LT0X1N/Saral.AI"	"3"
"N1KH1LT0X1N/Research-Paper-Chatbot"	"≡ƒô¥ A Whatsapp chatbot for asking, searching, summarizing and questioning research papers."	"Python"	"chatbot,flask,pdf,qna,research,semantic-search,summarization"	"https://github.com/N1KH1LT0X1N/Research-Paper-Chatbot"	"1"
"N1KH1LT0X1N/FreelanceMCP"	"≡ƒÜÇ AI-powered freelance gig aggregator MCP server for Claude Desktop. Search gigs, generate proposals, negotiate rates & optimize profiles with ChatGroq AI."	"Python"	"ai-automation,chatgroq,code-review,freelancing,langchain,mcp,mcp-client,mcp-server,model-context"	"https://github.com/N1KH1LT0X1N/FreelanceMCP"	"3"
"N1KH1LT0X1N/SpotifyMCP"	"≡ƒÄ╡ Production-ready MCP server for Spotify - Control playback, manage playlists, search music & more via AI assistants like Claude Desktop"	"Python"	"assistant,authentication,automation,claude,mcp,mcp-server,music,spotify,spotify-web-api"	"https://github.com/N1KH1LT0X1N/SpotifyMCP"	"1"
"ebrahimgamdiwala/ML-BOOTCAMP-25"	"No description"	"Jupyter Notebook"	""	"https://github.com/ebrahimgamdiwala/ML-BOOTCAMP-25"	"24"
"deepset-ai/haystack"	"Open-source AI orchestration framework for building context-engineered, production-ready LLM applications. Design modular pipelines and agent workflows with explicit control over retrieval, routing, memory, and generation. Built for scalable agents, RAG, multimodal applications, semantic search, and conversational systems."	"MDX"	"agent,agents,ai,gemini,generative-ai,gpt-4,information-retrieval,large-language-models,llm,machine-learning,nlp,orchestration,python,pytorch,question-answering,rag,retrieval-augmented-generation,semantic-search,summarization,transformers"	"https://github.com/deepset-ai/haystack"	"24465"
"karpathy/nanochat"	"The best ChatGPT that $100 can buy."	"Python"	""	"https://github.com/karpathy/nanochat"	"46553"
"DemocratiseResearch/SARAL"	"No description"	"JavaScript"	""	"https://github.com/DemocratiseResearch/SARAL"	"131"
"nishant-Tiwari24/company-wise-projects"	"Top ideas for a particular compmay to build some crazy projects."	"Unknown"	""	"https://github.com/nishant-Tiwari24/company-wise-projects"	"2154"
"Benjamin-GitHub/Fake-News-Detector"	"This project runs a Flask web app for fake news detection using pre-trained models (Naive Bayes, Random Forest, SVM) and TF-IDF vectors."	"Python"	""	"https://github.com/Benjamin-GitHub/Fake-News-Detector"	"1"
"marimo-team/marimo"	"A reactive notebook for Python ΓÇö run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. Stored as pure Python. All in a modern, AI-native editor."	"Python"	"artificial-intelligence,dag,data-science,data-visualization,dataflow,developer-tools,machine-learning,notebooks,pipeline,python,reactive,sql,web-app"	"https://github.com/marimo-team/marimo"	"19593"
"nocobase/nocobase"	"NocoBase is the most extensible AI-powered no-code/low-code platform for building business applications and enterprise solutions."	"TypeScript"	"admin-dashboard,airtable,app-builder,crm,crud,developer-tools,erp,internal-tool,internal-tools,low-code,low-code-development-platform,lowcode,no-code,no-code-platform,nocode,project-management,salesforce,self-hosted,web-application,workflows"	"https://github.com/nocobase/nocobase"	"21782"
"wasp-lang/wasp"	"The batteries-included full-stack framework for the AI era. Develop JS/TS web apps (React, Node.js, and Prisma) using declarative code that abstracts away complex full-stack features like auth, background jobs, RPC, email sending, end-to-end type safety, single-command deployment, and more."	"TypeScript"	"haskell,javascript,node,open-source,prisma,react,wasp,web-app"	"https://github.com/wasp-lang/wasp"	"18180"
"plotly/dash"	"Data Apps & Dashboards for Python. No JavaScript Required."	"Python"	"bioinformatics,charting,dash,data-science,data-visualization,finance,flask,gui-framework,jupyter,modeling,plotly,plotly-dash,productivity,python,react,rstats,technical-computing,web-app"	"https://github.com/plotly/dash"	"24456"
"TryGhost/Ghost"	"Independent technology for modern publishing, memberships, subscriptions and newsletters."	"JavaScript"	"blogging,cms,ghost,javascript,journalism,nodejs,publishing,web-application"	"https://github.com/TryGhost/Ghost"	"52010"
"oseiskar/black-hole"	"WebGL simulation of a Schwarzschild black hole"	"JavaScript"	"blackhole,raytracing,shader,simulation,webgl"	"https://github.com/oseiskar/black-hole"	"264"
"Python-simulation/Black-hole-simulation-using-python"	"Non-spinning black hole simulation based on geodesics equation"	"Python"	"black-hole,general-relativity,geodesics-equation,interpolation,python,schwarzschild,simulation"	"https://github.com/Python-simulation/Black-hole-simulation-using-python"	"129"
"LaveshJagwani/s4ds-task-1"	"No description"	"Jupyter Notebook"	""	"https://github.com/LaveshJagwani/s4ds-task-1"	"1"
"pjarnhus/DataScienceGym"	"A series of little puzzles and training exercises aimed at improving python knowledge for data science"	"Jupyter Notebook"	"pandas,pandas-python,pandas-tutorial,python,python3,tutorial,tutorial-exercises"	"https://github.com/pjarnhus/DataScienceGym"	"10"
"theNetworkChuck/docker-mcp-tutorial"	"Complete tutorial materials for building MCP servers with Docker - from NetworkChuck's video"	"Unknown"	""	"https://github.com/theNetworkChuck/docker-mcp-tutorial"	"1389"
"jlevy/the-art-of-command-line"	"Master the command line, in one page"	"Unknown"	"bash,documentation,linux,macos,unix,windows"	"https://github.com/jlevy/the-art-of-command-line"	"160305"
"Anupam-Kumar2505/djsce-resources"	"No description"	"JavaScript"	""	"https://github.com/Anupam-Kumar2505/djsce-resources"	"2"
"afshinea/stanford-cs-230-deep-learning"	"VIP cheatsheets for Stanford's CS 230 Deep Learning"	"Unknown"	"cheatsheet,convolutional-neural-networks,data-science,deep-learning,recurrent-neural-networks"	"https://github.com/afshinea/stanford-cs-230-deep-learning"	"6931"
"rasbt/machine-learning-book"	"Code Repository for Machine Learning with PyTorch and Scikit-Learn"	"Jupyter Notebook"	"deep-learning,machine-learning,neural-networks,pytorch,scikit-learn"	"https://github.com/rasbt/machine-learning-book"	"5039"
"corralm/yc-scraper"	"Γ£î∩╕ÅY Combinator directory scraper"	"Python"	"dataset,kaggle,python,scrapy,selenium,webscraping,ycombinator"	"https://github.com/corralm/yc-scraper"	"94"
"ThomasJanssen-tech/Chatbot-with-RAG-and-LangChain"	"Build a Chatbot which uses Retrieval Augmented Generation (RAG) to answer based on your own data!"	"Python"	"chatbot,langchain,rag,retrieval-augmented-generation"	"https://github.com/ThomasJanssen-tech/Chatbot-with-RAG-and-LangChain"	"14"
"ag-ui-protocol/ag-ui"	"AG-UI: the Agent-User Interaction Protocol. Bring Agents into Frontend Applications."	"TypeScript"	"ag-ui-protocol,agent-frontend,agent-ui,agentic-workflow,ai-agents"	"https://github.com/ag-ui-protocol/ag-ui"	"12396"
"ageron/handson-mlp"	"A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn, PyTorch, and Hugging Face libraries."	"Jupyter Notebook"	""	"https://github.com/ageron/handson-mlp"	"1130"
"cesarmaximus/Machine-Learning-study-plan"	"A complete daily plan for studying to become a machine learning engineer / from a Vietnamien software engineer"	"Unknown"	""	"https://github.com/cesarmaximus/Machine-Learning-study-plan"	"1"
"shashankbhat2/lms"	"A complete Learning Management System with Student, Teacher and Admin dashboards built using React, react-redux-firebase, reactstrap and Firebase."	"JavaScript"	"firebase,react,react-redux-firebase"	"https://github.com/shashankbhat2/lms"	"35"
"x1xhlol/system-prompts-and-models-of-ai-tools"	"FULL Augment Code, Claude Code, Cluely, CodeBuddy, Comet, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus, NotionAI, Orchids.app, Perplexity, Poke, Qoder, Replit, Same.dev, Trae, Traycer AI, VSCode Agent, Warp.dev, Windsurf, Xcode, Z.ai Code, Dia & v0. (And other Open Sourced) System Prompts, Internal Tools & AI Models"	"Unknown"	"ai,bolt,cluely,copilot,cursor,cursorai,devin,github-copilot,lovable,open-source,perplexity,replit,system-prompts,trae,trae-ai,trae-ide,v0,vscode,windsurf,windsurf-ai"	"https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools"	"130230"
"mikeroyal/Machine-Learning-Guide"	"Machine learning Guide. Learn all about Machine Learning Tools, Libraries, Frameworks, Large Language Models (LLMs), and Training Models."	"Python"	"artificial-neural-networks,aws-sagemaker,deep-learning,generative-ai,gpt-3,gpt-4,gpt4all,image-classification,image-processing,jax,llms,machine-learning-library,machine-learning-models,machinelearning,machinelearning-python,python,pytorch,scikit-learn,scikitlearn-machine-learning,support-vector-machines"	"https://github.com/mikeroyal/Machine-Learning-Guide"	"693"
"Aemon-Algiz/DatesetExtraction"	"Example code for extracting Q&A datasets from LLM's"	"Python"	""	"https://github.com/Aemon-Algiz/DatesetExtraction"	"82"
"Marktechpost/ai-introductory-course"	"The Marktechpost AI Introductory Course is a basic Artificial Intelligence (AI) Intro Course comprised of four video lecture videos. This course will cover what AI is, how it works, and why AI is taking off now."	"Jupyter Notebook"	""	"https://github.com/Marktechpost/ai-introductory-course"	"11"
"Marktechpost/Top-AI-Blogs-Newsletters"	"Here is a live list of Resources that could be helpful for you to keep up with the latest AI developments, frameworks, and model releasesΓÇöespecially the ones not making mainstream headlines"	"Unknown"	""	"https://github.com/Marktechpost/Top-AI-Blogs-Newsletters"	"10"
"Marktechpost/AI-Guides-Reports"	"List of Reports and Guides related to AI, Machine Learning, Agentic AI, AI Agents, Deep Learning, LLMs etc"	"Unknown"	""	"https://github.com/Marktechpost/AI-Guides-Reports"	"12"
"Marktechpost/AI-Concepts"	"Various AI Related Concepts Directory"	"Unknown"	""	"https://github.com/Marktechpost/AI-Concepts"	"28"
"Marktechpost/AI-Tutorial-Codes-Included"	"Codes/Notebooks for AI Projects"	"Jupyter Notebook"	"aiagents,artificial-intelligence,data-science,dataengineering,deep-learning,machine-learning,neural-network"	"https://github.com/Marktechpost/AI-Tutorial-Codes-Included"	"2132"
"aishwaryanr/awesome-generative-ai-guide"	"A one stop repository for generative AI research updates, interview resources, notebooks and much more!"	"HTML"	"awesome,awesome-list,generative-ai,interview-questions,large-language-models,llms,notebook-jupyter,vision-and-language"	"https://github.com/aishwaryanr/awesome-generative-ai-guide"	"25259"
"nishant-Tiwari24/skills-for-hackathon"	"This repository serves as a comprehensive guide to hackathons, offering valuable insights and resources for both beginners and experienced participants. It covers the essentials, such as how to find upcoming hackathons, tips for selecting the right event, and detailed preparation strategies."	"Unknown"	""	"https://github.com/nishant-Tiwari24/skills-for-hackathon"	"657"
"yichuan-w/LEANN"	"[MLsys2026]: RAG on Everything with LEANN. Enjoy 97% storage savings while running a fast, accurate, and 100% private RAG application on your personal device."	"Python"	"ai,faiss,gpt-oss,langchain,llama-index,llm,localstorage,offline-first,ollama,privacy,python,rag,retrieval-augmented-generation,vector-database,vector-search,vectors"	"https://github.com/yichuan-w/LEANN"	"10291"
"ghuntley/how-to-build-a-coding-agent"	"A workshop that teaches you how to build your own coding agent. Similar to Roo code, Cline, Amp, Cursor, Windsurf or OpenCode."	"Go"	"agent,ai,cursor,tutorial,workshop"	"https://github.com/ghuntley/how-to-build-a-coding-agent"	"5254"
"TencentCloudADP/youtu-agent"	"A simple yet powerful agent framework that delivers with open-source models"	"Python"	"agent-framework,agents,openai-agents,python"	"https://github.com/TencentCloudADP/youtu-agent"	"4471"
"cruip/open-react-template"	"A free React / Next.js landing page template designed to showcase open source projects, SaaS products, online services, and more. Made by"	"TypeScript"	"free,landing,landing-page,nextjs,page,react,reactjs,startup,startups,template,templates"	"https://github.com/cruip/open-react-template"	"4599"
"dheerajpoonia29/athleteInjuryRecoveryPrediction-projectMlSih"	"Machine learning-based application for predicting the injury recovery time period a sports person based on injury type and diet plan."	"HTML"	"machine-learning-projects,regression-model,smart-india-hackathon,svm-classifier,teamwork"	"https://github.com/dheerajpoonia29/athleteInjuryRecoveryPrediction-projectMlSih"	"41"
"microsoft/Web-Dev-For-Beginners"	"24 Lessons, 12 Weeks, Get Started as a Web Developer"	"JavaScript"	"css,curriculum,education,html,javascript,learning,microsoft-for-beginners,tutorials"	"https://github.com/microsoft/Web-Dev-For-Beginners"	"95410"
"Lamaq-Mujpurwala/mcp-agent-sandbox"	"A hands-on starter project to build and test local tools using the Model Context Protocol (MCP) with Python, LangChain, and Claude. Includes a complete guide to setting up an MCP server-client architecture and integrating LLMs for real-world use cases."	"Python"	""	"https://github.com/Lamaq-Mujpurwala/mcp-agent-sandbox"	"3"
"TurboML-Inc/mcp-starter"	"Starter code to add MCPs to Puch AI #BuildWithPuch"	"TypeScript"	"mcp,puch-ai"	"https://github.com/TurboML-Inc/mcp-starter"	"60"
"PacktPublishing/The-Kaggle-Book"	"Code Repository for The Kaggle Book, Published by Packt Publishing"	"Jupyter Notebook"	""	"https://github.com/PacktPublishing/The-Kaggle-Book"	"2320"
"Prat011/free-cluely"	"Cluely - The invisible desktop assistant that provides real-time insights, answers, and support during meetings, interviews, presentations, and professional conversations."	"TypeScript"	"ai-note-taking-app,cheating,cluely,fireflies,granola,interview-coder,leetcode,notetaker"	"https://github.com/Prat011/free-cluely"	"1321"
"davidkimai/Context-Engineering"	"""Context engineering is the delicate art and science of filling the context window with just the right information for the next step."" ΓÇö Andrej Karpathy. A frontier, first-principles handbook inspired by Karpathy and 3Blue1Brown for moving beyond prompt engineering to the wider discipline of context design, orchestration, and optimization."	"Python"	""	"https://github.com/davidkimai/Context-Engineering"	"8549"
"juspay/hyperswitch"	"An open source payments switch written in Rust to make payments fast, reliable and affordable"	"Rust"	"beginner-friendly,featured,finance,hacktoberfest,high-performance,open-source,orchestration,payments,postgresql,redis,restful-api,rust,sdk,works-with-react"	"https://github.com/juspay/hyperswitch"	"41103"
"pathwaycom/llm-app"	"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. ≡ƒÉ│Docker-friendly.ΓÜíAlways in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more."	"Jupyter Notebook"	"chatbot,hugging-face,llm,llm-local,llm-prompting,llm-security,llmops,machine-learning,open-ai,pathway,rag,real-time,retrieval-augmented-generation,vector-database,vector-index"	"https://github.com/pathwaycom/llm-app"	"56160"
"pathwaycom/pathway"	"Python ETL framework for stream processing, real-time analytics, LLM pipelines, and RAG."	"Python"	"batch-processing,data-analytics,data-pipelines,data-processing,dataflow,etl,etl-framework,iot-analytics,kafka,machine-learning-algorithms,pathway,python,real-time,rust,stream-processing,streaming,time-series-analysis"	"https://github.com/pathwaycom/pathway"	"59430"
"mrdbourke/zero-to-mastery-ml"	"All course materials for the Zero to Mastery Machine Learning and Data Science course."	"Jupyter Notebook"	"data-science,deep-learning,machine-learning"	"https://github.com/mrdbourke/zero-to-mastery-ml"	"3630"
"SmayanKulkarni/AI-and-ML-Course"	"No description"	"Jupyter Notebook"	""	"https://github.com/SmayanKulkarni/AI-and-ML-Course"	"2"
"Zie619/n8n-workflows"	"all of the workflows of n8n i could find (also from the site itself)"	"Python"	""	"https://github.com/Zie619/n8n-workflows"	"52797"
"nishant-Tiwari24/coding-resources"	"No description"	"Unknown"	""	"https://github.com/nishant-Tiwari24/coding-resources"	"3599"
"mar-antaya/2025_f1_predictions"	"No description"	"Python"	""	"https://github.com/mar-antaya/2025_f1_predictions"	"557"
"DS-AI-GATE/dsai-gate"	"A Repository consisting resources primarily of the Gate DA and AI"	"Jupyter Notebook"	""	"https://github.com/DS-AI-GATE/dsai-gate"	"1758"
"Mister2005/Automatic-Data-Visualizer-AI-Agent"	"No description"	"Python"	""	"https://github.com/Mister2005/Automatic-Data-Visualizer-AI-Agent"	"3"
"subinsk/mern"	"No description"	"JavaScript"	""	"https://github.com/subinsk/mern"	"1"
"google/eng-edu"	"No description"	"Jupyter Notebook"	""	"https://github.com/google/eng-edu"	"751"
"ipython/ipython"	"Official repository for IPython itself. Other repos in the IPython organization contain things like the website, documentation builds, etc."	"Python"	"closember,data-science,hacktoberfest,ipython,jupyter,notebook,python,repl,spec-0"	"https://github.com/ipython/ipython"	"16685"
"jrjohansson/scientific-python-lectures"	"Lectures on scientific computing with python, as IPython notebooks."	"Jupyter Notebook"	""	"https://github.com/jrjohansson/scientific-python-lectures"	"3628"
"Varal7/ml-tutorial"	"Introduction to ML packages for the 6.86x course"	"Jupyter Notebook"	""	"https://github.com/Varal7/ml-tutorial"	"402"
"yorukot/superfile"	"Pretty fancy and modern terminal file manager"	"Go"	"bubbletea,cli,file-manager,filemanager,filesystem,golang,hacktoberfest,linux-app,terminal-app,terminal-based,tui"	"https://github.com/yorukot/superfile"	"16876"
"LeCoupa/awesome-cheatsheets"	"≡ƒæ⌐ΓÇì≡ƒÆ╗≡ƒæ¿ΓÇì≡ƒÆ╗ Awesome cheatsheets for popular programming languages, frameworks and development tools. They include everything you should know in one single file."	"JavaScript"	"backend,bash,cheatsheet,cheatsheets,database,django,docker,feathersjs,frontend,javascript,kubernetes,language,nodejs,php,programming-language,redis,sailsjs,vim,vuejs,xcode"	"https://github.com/LeCoupa/awesome-cheatsheets"	"45474"
"prakhar1989/awesome-courses"	":books: List of awesome university courses for learning Computer Science!"	"Unknown"	"awesome,awesome-list,computer-science,courses"	"https://github.com/prakhar1989/awesome-courses"	"66964"
"tensorflow/tensor2tensor"	"Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research."	"Python"	"deep-learning,machine-learning,machine-translation,reinforcement-learning,tpu"	"https://github.com/tensorflow/tensor2tensor"	"17053"
"deepseek-ai/DeepSeek-V3"	"No description"	"Python"	""	"https://github.com/deepseek-ai/DeepSeek-V3"	"102055"
"31b4/Leetcode-Premium-Bypass"	"Leetcode Premium Unlocker 2024"	"JavaScript"	"leetcode,leetcode-premium,leetcode-questions"	"https://github.com/31b4/Leetcode-Premium-Bypass"	"3403"
