objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.23768E+18,328.095687,-6.79682992,18.50602,17.60104,17.27877,16.87645,16.7916,8095,301,2,88,7.25225E+17,GALAXY,0.05857291,644,52173,529
1.23767E+18,162.3802533,26.93193515,19.19823,18.25712,17.95183,17.83488,17.85274,5061,301,1,315,1.17928E+19,STAR,4.07E-05,10474,58143,522
1.23767E+18,165.3548737,27.32551729,17.53604,16.37413,15.99696,15.85413,15.80599,5061,301,1,333,3.2145E+18,STAR,-5.87E-05,2855,54466,205
1.23766E+18,184.2820497,7.624347034,14.50678,12.67902,11.74664,11.29956,10.91847,3841,301,4,130,1.82864E+18,GALAXY,0.007589578,1624,53386,639
1.23766E+18,36.06907596,-1.156077395,19.16801,17.60003,16.68835,16.16175,15.77708,4263,301,1,356,2.96792E+18,GALAXY,0.07207005,2636,54082,182
1.23768E+18,23.69642212,11.40019219,18.58284,17.0415,16.23743,15.66362,15.38683,7773,301,2,465,5.25349E+18,QSO,0.08920185,4666,55832,150
1.23767E+18,246.6038172,16.36709567,17.65425,17.01971,17.33862,17.57851,17.78348,4671,301,2,126,2.48611E+18,STAR,-0.0004469568,2208,53880,460
1.23765E+18,216.9357087,2.956158812,19.21832,18.20455,17.66815,17.31248,17.14827,1458,301,5,615,6.02458E+17,GALAXY,0.08959191,535,51999,368
1.23765E+18,242.9076618,-0.1438062954,18.35851,17.06477,16.52053,16.29901,16.1961,745,301,3,562,3.89646E+17,STAR,-0.0001377841,346,51693,308
1.23766E+18,221.4811127,37.07944695,18.12143,16.76318,16.01564,15.62705,15.35521,3893,301,5,364,1.55617E+18,GALAXY,0.07057091,1382,53115,632
1.23766E+18,199.4655273,42.43036357,19.17002,17.32494,16.40657,15.92806,15.57984,3893,301,5,246,1.64615E+18,GALAXY,0.0744212,1462,53112,321
1.23767E+18,227.2650255,15.65204972,19.50493,19.19291,18.82435,18.64865,18.6499,5317,301,5,24,3.11327E+18,QSO,1.419634,2765,54535,555
1.23765E+18,130.6423983,2.427778618,17.827,16.52371,15.99936,15.68268,15.46418,2126,301,2,76,6.35077E+17,GALAXY,0.05084655,564,52224,251
1.23766E+18,224.8477123,45.15416203,18.60496,17.72086,17.38395,17.27191,17.23877,3964,301,4,85,7.58521E+18,STAR,-0.0002336265,6737,56365,88
1.23767E+18,117.9943569,42.7563622,18.70242,18.01791,17.94356,17.92336,17.67447,6573,301,6,228,4.13888E+18,QSO,2.450916,3676,55186,248
1.23766E+18,118.4868433,53.35539853,18.22352,16.93773,16.29107,15.88717,15.59513,4264,301,5,118,2.10554E+18,GALAXY,0.05075565,1870,53383,382
1.23766E+18,128.9735434,61.83078017,19.48905,18.2284,17.45697,16.97902,16.71068,4264,301,5,186,2.11115E+18,GALAXY,0.1310418,1875,54453,306
1.23765E+18,143.421122,1.890008033,18.04259,17.06816,16.72166,16.59669,16.5581,1462,301,4,121,5.34978E+17,STAR,4.42E-05,475,51965,639
1.23765E+18,146.8973695,2.141612671,19.02201,18.98588,19.37888,19.59725,19.89288,1462,301,4,144,5.41655E+17,STAR,-0.0002043301,481,51908,353
1.23765E+18,147.6660492,2.169810225,19.38732,19.27662,19.08034,18.70576,18.55995,1462,301,4,149,5.40592E+17,QSO,1.785641,480,51989,581
1.23767E+18,312.880874,56.24236048,19.11006,17.04869,15.33682,14.30014,13.64959,6162,301,3,316,2.87671E+18,STAR,-3.46E-05,2555,54265,145
1.23766E+18,191.5628326,11.66394014,18.87776,17.98479,17.70466,17.59509,17.59461,3805,301,2,30,6.09E+18,STAR,-7.14E-05,5409,55957,38
1.23767E+18,72.8567631,21.36281121,18.89777,17.12374,16.27947,15.91678,15.70431,6003,301,1,200,3.01854E+18,STAR,-6.57E-05,2681,54397,21
1.23767E+18,236.4195828,16.42640183,18.58638,17.80398,17.46685,16.94173,16.93774,5323,301,4,53,2.83512E+18,GALAXY,0.09248818,2518,54243,382
1.23767E+18,15.8413263,-0.4927265285,19.58965,18.0764,17.35863,16.97916,16.68377,4858,301,2,460,4.4592E+17,GALAXY,0.04951216,396,51816,231
1.23767E+18,16.161353,-0.4477020659,18.06991,16.87595,16.26472,15.87286,15.6171,4858,301,2,462,7.80267E+17,GALAXY,0.05134796,693,52254,65
1.23767E+18,17.21769195,-0.5749816789,19.02533,17.13056,16.06337,15.63459,15.24919,4858,301,2,469,4.47045E+17,GALAXY,0.1238278,397,51794,227
1.23767E+18,20.26055159,-0.6199264599,18.52695,17.0962,16.34082,15.94556,15.6283,4858,301,2,490,4.48114E+17,GALAXY,0.09277897,398,51789,22
1.23767E+18,0.07573854975,-3.726222157,18.23208,17.25565,16.93825,16.82007,16.79202,6361,301,3,20,1.05183E+19,STAR,-0.0004113213,9342,57722,515
1.23767E+18,0.2469958483,-3.809057976,16.63966,15.62824,15.2855,15.15102,15.121,6361,301,3,21,2.95445E+18,STAR,-0.0003214478,2624,54380,326
1.23766E+18,324.7270119,0.9373709286,18.99464,17.32971,16.39306,15.95488,15.60065,4187,301,6,114,1.11473E+18,GALAXY,0.09142967,990,52465,340
1.23765E+18,144.4415388,0.9494817866,18.38745,17.05376,16.49201,16.04991,15.89979,1239,301,6,161,5.36074E+17,GALAXY,0.09094608,476,52314,528
1.23765E+18,243.8473685,-0.8983432475,19.41207,18.88776,18.56437,18.58996,18.3926,745,301,1,568,3.89632E+17,QSO,1.06284,346,51693,256
1.23766E+18,221.2442851,32.58403204,19.44266,17.96331,17.22226,16.88103,16.62467,4512,301,5,147,2.07406E+18,GALAXY,0.07109947,1842,53501,543
1.23766E+18,227.9830974,30.17589945,18.15955,17.12202,16.73011,16.45934,16.32714,4512,301,5,189,2.07741E+18,GALAXY,0.07318926,1845,54144,457
1.23766E+18,207.8315289,6.937819121,17.57409,16.51219,16.20535,16.0243,16.0087,3841,301,4,286,2.03237E+18,GALAXY,0.02230537,1805,53875,431
1.23767E+18,181.6219754,11.46866473,18.17406,17.11817,16.65009,16.31743,16.08412,5973,301,6,159,1.81384E+18,GALAXY,0.04262464,1611,53147,44
1.23767E+18,290.8417612,62.58680766,19.11377,18.05792,17.71951,17.5643,17.55461,6162,301,3,231,2.87449E+18,STAR,-0.0001341506,2553,54631,231
1.23766E+18,244.8706782,25.13497178,19.39391,17.46541,16.44263,15.91968,15.49458,3927,301,4,119,1.77332E+18,GALAXY,0.06844494,1575,53493,107
1.23766E+18,254.0811217,18.60927607,18.33262,16.29118,15.3018,14.81997,14.45467,3927,301,4,190,1.76439E+18,GALAXY,0.05187586,1567,53172,392
1.23766E+18,241.6418602,27.21561331,19.12287,17.41985,16.69769,16.2921,15.95232,3927,301,4,95,1.56849E+18,GALAXY,0.04567645,1393,52824,408
1.23767E+18,102.6350796,38.56065273,18.62638,17.50801,17.13787,17.01153,16.98273,6573,301,5,146,3.01983E+18,STAR,0.0002102276,2682,54401,606
1.23766E+18,31.26477962,0.1751340249,19.36458,17.75704,16.97619,16.49094,16.09658,4263,301,4,324,4.54999E+17,GALAXY,0.0768839,404,51812,493
1.23766E+18,48.24971208,0.1026762818,19.5295,18.82994,18.67339,18.52459,18.50456,4263,301,4,438,9.13257E+17,GALAXY,0.02921387,811,52669,553
1.23766E+18,245.5516073,41.14453694,17.22649,16.14185,15.79474,15.64552,15.45081,3226,301,5,87,1.31846E+18,GALAXY,0.030711,1171,52753,106
1.23766E+18,319.7495851,-0.6110851168,18.86368,17.89995,17.60439,17.47556,17.44955,4207,301,2,103,1.02899E+19,STAR,-0.0007628317,9139,58038,1000
1.23767E+18,180.7347825,34.3363115,18.8822,17.90315,17.64587,17.52588,17.55026,4552,301,2,77,1.15689E+19,STAR,0.0001337142,10275,58467,850
1.23767E+18,182.7803337,34.47790423,18.15865,18.04368,17.9912,17.70575,17.64108,4552,301,2,88,2.35217E+18,QSO,1.903405,2089,53498,584
1.23767E+18,162.9376408,27.03771454,19.40505,18.31306,17.94188,17.82094,17.76794,5061,301,1,319,2.65487E+18,STAR,-1.09E-05,2358,53797,9
1.23767E+18,165.6963856,27.52144782,19.11428,17.95038,18.15441,18.25421,18.42889,5061,301,1,335,3.23137E+18,STAR,-0.0001922881,2870,54534,132
1.23766E+18,175.7662261,7.433576057,18.61636,16.74503,15.7644,15.36921,15.03386,3841,301,4,73,1.82409E+18,GALAXY,0.09773438,1620,53137,475
1.23766E+18,199.6122109,7.272116763,18.67388,17.38331,16.55979,16.13892,15.83978,3841,301,4,231,2.0234E+18,GALAXY,0.1317573,1797,54507,559
1.23766E+18,203.1772715,7.327261433,15.62139,13.73052,12.86339,12.41727,12.1256,3841,301,4,255,2.02787E+18,GALAXY,0.02337721,1801,54156,435
1.23766E+18,12.7122552,-1.175706128,19.20068,17.95626,17.44963,17.17984,16.90974,4263,301,1,200,7.79202E+17,GALAXY,0.04469411,692,52201,290
1.23766E+18,27.28236076,-1.175151072,19.2017,17.82825,17.10335,16.70262,16.43167,4263,301,1,298,4.52679E+17,GALAXY,0.1075371,402,51793,244
1.23766E+18,33.87192404,-1.177122592,19.20411,17.2345,16.27637,15.842,15.51973,4263,301,1,342,4.56012E+17,GALAXY,0.09669402,405,51816,82
1.23766E+18,23.36997815,-1.209109365,19.56115,18.63662,18.06582,17.72995,17.54458,4263,301,1,272,1.21378E+18,GALAXY,0.1556871,1078,52643,228
1.23767E+18,345.7140151,25.67327413,18.47566,17.31879,16.81042,16.59652,16.49559,6366,301,4,79,8.62241E+18,STAR,-0.0006998316,7658,57312,988
1.23767E+18,211.2360329,27.00787232,19.07693,18.07678,17.46506,17.30033,16.90555,4649,301,3,181,2.39035E+18,GALAXY,0.1575612,2123,53793,235
1.23766E+18,226.2250465,44.80585477,18.88322,17.75448,17.29257,17.08128,16.98397,3918,301,4,192,3.8169E+18,STAR,-0.000491386,3390,54945,347
1.23766E+18,241.6159363,36.18311799,17.6526,16.13642,15.50014,15.21836,15.08972,3918,301,4,289,3.9159E+18,STAR,-0.0007891667,3478,55008,72
1.23767E+18,18.49809955,-0.546844001,18.71183,18.4937,17.83704,17.34769,17.21318,4858,301,2,478,4.48191E+17,QSO,0.1806196,398,51789,303
1.23767E+18,18.68114924,-0.5486857108,18.96193,17.77337,17.37391,17.13887,16.94978,4858,301,2,479,4.48195E+17,GALAXY,0.03449688,398,51789,314
1.23767E+18,14.54244829,-0.6260805533,19.23831,17.3207,16.47337,16.07138,15.73714,4858,301,2,451,4.44779E+17,GALAXY,0.04452216,395,51783,177
1.23767E+18,19.6319578,-0.4943383183,18.38793,16.96296,16.24458,15.84184,15.55573,4858,301,2,485,4.4699E+17,GALAXY,0.09256713,397,51794,28
1.23768E+18,353.2388076,19.84029815,19.5809,17.5162,16.45389,15.99116,15.58823,8096,301,4,185,6.89501E+18,GALAXY,0.1142512,6124,56211,14
1.23766E+18,224.0118955,36.2430346,18.44631,16.82548,16.07565,15.67125,15.41776,3893,301,5,379,1.55835E+18,GALAXY,0.04724788,1384,53121,378
1.23766E+18,180.3601626,43.07840743,18.72633,17.31113,16.70918,16.44336,16.24766,3893,301,5,152,1.63042E+18,GALAXY,0.04733645,1448,53120,427
1.23766E+18,207.6667504,52.26351819,18.66673,17.51147,17.14562,17.03221,16.9869,3180,301,2,42,1.17437E+18,STAR,-0.0002740164,1043,52465,189
1.23766E+18,215.0430885,50.48328189,16.9143,15.9415,15.69614,15.61318,15.60877,3180,301,2,75,1.17659E+18,STAR,-0.0001311279,1045,52725,99
1.23765E+18,158.60367,5.396590518,19.18518,18.16815,17.75199,17.45971,17.34768,2125,301,6,266,6.49734E+17,GALAXY,0.1313992,577,52367,328
1.23766E+18,233.1977501,41.14279741,18.34595,17.21927,16.78352,16.64679,16.59837,3964,301,4,134,1.89043E+18,STAR,-9.54E-05,1679,53149,165
1.23766E+18,229.9018549,42.93594499,18.96402,17.97677,17.61588,17.46988,17.4266,3964,301,4,113,1.88939E+18,STAR,-3.06E-05,1678,53433,462
1.23765E+18,161.3235031,66.41007999,19.08344,17.8919,17.31064,16.93272,16.73337,1412,301,5,107,5.51787E+17,GALAXY,0.08044288,490,51929,348
1.23767E+18,129.782706,14.02441689,17.62584,16.46729,15.95449,15.73085,15.63878,5137,301,2,109,3.59053E+18,STAR,0.0006489032,3189,54833,130
1.23767E+18,145.1892883,18.90738793,18.56558,18.56725,18.45578,18.35034,18.17145,5137,301,2,213,6.51121E+18,QSO,2.033375,5783,56017,482
1.23766E+18,117.4348588,50.96003329,18.37284,17.41093,17.06018,16.91058,16.87234,4264,301,4,102,4.14231E+18,STAR,-0.0001962735,3679,55209,440
1.23766E+18,202.4102849,46.3141193,18.24095,17.07801,16.64122,16.48353,16.44305,3699,301,4,101,1.64732E+18,STAR,-0.0002442581,1463,53063,482
1.23767E+18,245.1166941,16.93841178,18.59094,17.02616,16.50991,16.33177,16.26486,4671,301,2,116,2.45126E+18,STAR,-9.99E-05,2177,54557,638
1.23765E+18,195.3138675,3.263422867,19.24163,17.56651,16.63568,16.19748,15.87807,1458,301,5,471,5.90064E+17,GALAXY,0.09913354,524,52027,335
1.23765E+18,135.9986128,51.21014901,15.72869,14.47018,13.65948,13.42487,13.39041,2074,301,3,117,6.21536E+17,STAR,-8.26E-05,552,51992,142
1.23766E+18,235.6786414,30.43409528,18.19531,17.24522,16.78918,16.39798,16.26256,3927,301,4,54,1.56391E+18,GALAXY,0.0972057,1389,53135,111
1.23766E+18,241.8498211,26.87671503,18.87256,17.52212,16.91977,16.52462,16.3106,3927,301,4,97,1.56726E+18,GALAXY,0.09224518,1392,52822,22
1.23766E+18,20.33884816,0.09038366158,16.22396,14.97773,14.57298,14.35914,14.18665,4263,301,4,251,4.49332E+17,GALAXY,0.01265891,399,51817,355
1.23766E+18,133.8022905,64.3960081,18.1088,16.04368,14.96208,14.38109,13.90368,4264,301,5,208,2.11232E+18,GALAXY,0.03620706,1876,54464,463
1.23765E+18,147.8726631,2.001515075,19.30117,18.13651,18.22337,18.38725,18.45604,1462,301,4,150,5.40605E+17,STAR,0.0003378531,480,51989,630
1.23767E+18,210.8905189,23.48307271,18.214,17.41439,17.18913,17.01783,16.93317,4678,301,5,64,3.13467E+18,GALAXY,0.02831716,2784,54529,600
1.23767E+18,223.014645,20.86139267,19.43538,17.79474,16.77632,16.33754,16.00654,4678,301,5,141,6.6485E+18,GALAXY,0.1157443,5905,56065,225
1.23766E+18,250.4211781,31.08449569,18.88686,17.41483,16.8013,16.57866,16.49071,3185,301,4,75,3.91821E+18,GALAXY,0,3480,54999,270
1.23766E+18,196.8242658,7.687158736,19.40107,18.9896,18.97158,18.95754,18.93958,3842,301,4,105,2.02004E+18,QSO,0.6775166,1794,54504,626
1.23766E+18,207.1786293,45.32456229,19.43023,19.2591,19.22428,18.85625,18.75821,3699,301,4,124,7.46272E+18,QSO,1.865337,6628,56366,928
1.23765E+18,11.33212313,14.80592983,17.78,16.43316,15.85513,15.61694,15.5076,1904,301,3,224,2.13475E+18,STAR,0.000122062,1896,53242,175
1.23767E+18,195.8777387,33.3027489,18.83442,17.07478,16.15674,15.67515,15.3225,4576,301,1,509,2.25858E+18,GALAXY,0.09889807,2006,53476,104
1.23765E+18,94.81333019,0.9807980426,17.26491,16.00246,15.79299,15.68303,15.66872,211,301,6,359,1.41763E+18,STAR,0.0001568349,1259,52931,442
1.23768E+18,338.8472275,1.615128693,19.39269,17.4457,16.49639,16.02404,15.67571,7717,301,2,188,4.8673E+18,GALAXY,0.05941659,4323,55884,120
1.23767E+18,271.2416558,24.06084704,18.49252,17.31516,17.00533,16.93077,16.90217,4828,301,4,149,2.45909E+18,STAR,3.79E-06,2184,53534,468
1.23767E+18,158.5943565,26.14263848,18.15396,17.23699,16.91828,16.76634,16.73904,5061,301,1,292,1.17793E+19,STAR,0.0004179987,10462,58158,567
1.23767E+18,162.6939055,26.97661185,17.64446,16.77458,16.526,16.43462,16.43077,5061,301,1,317,2.65488E+18,STAR,0.0005907431,2358,53797,16
1.23767E+18,172.320432,28.24347886,19.2609,18.0681,17.56593,17.37756,17.33379,5061,301,1,375,2.49737E+18,STAR,-0.0001272065,2218,53816,450
1.23766E+18,188.0691348,7.665480852,19.22343,18.00549,17.40347,17.05026,16.90372,3841,301,4,155,1.83306E+18,GALAXY,0.0840102,1628,53474,341
1.23766E+18,167.820049,7.336239726,17.98001,16.12114,15.22893,14.807,14.4716,3841,301,4,21,1.13054E+18,GALAXY,0.04545736,1004,52723,511
1.23766E+18,208.8301172,7.060521061,19.14053,18.12181,17.71421,17.48746,17.40659,3841,301,4,292,2.0324E+18,GALAXY,0.03759019,1805,53875,546
1.23766E+18,251.577532,27.39864693,17.90441,16.9434,16.55692,16.40636,16.31517,3964,301,4,270,4.71646E+18,STAR,-0.0001156517,4189,55679,246
1.23767E+18,129.7481759,15.4969136,19.28896,17.58046,16.88804,16.58804,16.43678,5137,301,5,113,3.59063E+18,STAR,0.0002025899,3189,54833,475
1.23767E+18,128.9035061,13.84918137,16.99222,15.77348,15.36945,15.2455,15.20618,5137,301,2,104,3.5974E+18,STAR,-0.000155127,3195,54832,551
1.23767E+18,151.712563,20.44250707,18.71803,17.53984,17.49006,17.54269,17.571,5137,301,2,255,3.5793E+18,STAR,0.0008674593,3179,54830,233
1.23767E+18,278.1589921,42.46142755,19.307,17.68115,17.0927,16.89352,16.78845,5416,301,5,122,3.15036E+18,STAR,-0.00019031,2798,54397,326
1.23766E+18,124.0946771,57.65253133,18.261,17.74013,17.29706,16.96099,16.70477,4264,301,4,154,5.79749E+18,QSO,2.074916,5149,55944,838
1.23768E+18,4.192274015,11.88865292,19.45677,17.34142,16.30661,15.7031,15.20416,7773,301,2,337,6.96151E+18,GALAXY,0.111701,6183,56210,252
1.23766E+18,204.8959865,45.93003838,19.06018,18.64741,18.56891,18.53606,18.56101,3699,301,4,113,1.64955E+18,STAR,0.0003926456,1465,53082,398
1.23767E+18,100.059111,38.28037657,17.94653,16.84015,16.36131,16.14794,16.02155,6573,301,6,133,3.01976E+18,STAR,-7.60E-05,2682,54401,336
1.23766E+18,241.7296106,44.34422001,19.49064,17.98855,17.16135,16.69004,16.40944,3226,301,5,58,1.31741E+18,GALAXY,0.1121566,1170,52756,395
1.23766E+18,246.3652776,40.56504063,18.80714,17.73698,17.33022,17.06736,16.87249,3226,301,5,92,1.31968E+18,GALAXY,0.07488263,1172,52759,456
1.23766E+18,244.6483338,25.27408665,18.90148,17.82576,17.44552,17.20753,17.11718,3927,301,4,117,1.77448E+18,GALAXY,0.03932194,1576,53496,210
1.23766E+18,233.38408,31.62523616,18.25675,17.11764,16.57308,16.15882,15.93513,3927,301,4,39,1.56289E+18,GALAXY,0.08225477,1388,53119,519
1.23766E+18,239.4231271,28.54843844,12.2624,10.51139,10.06854,13.41786,10.22551,3927,301,4,79,3.38343E+18,STAR,2.50E-05,3005,54876,384
1.23767E+18,101.9982324,38.50049269,19.55502,18.20165,18.12979,18.15924,18.234,6573,301,5,143,3.01981E+18,STAR,-7.48E-05,2682,54401,534
1.23766E+18,38.12703512,0.1611746666,18.54989,17.89104,17.78002,17.43379,17.33598,4263,301,4,370,7.93912E+17,GALAXY,0.078132,705,52200,555
1.23766E+18,29.7972569,0.1097766334,15.38325,14.37224,13.87742,13.62063,13.30364,4263,301,4,315,4.53878E+17,GALAXY,0.01931902,403,51871,511
1.23766E+18,236.0206034,33.59872031,19.45935,18.09396,17.55889,17.41153,16.94835,3926,301,2,70,1.57972E+18,GALAXY,0.07644454,1403,53227,298
1.23766E+18,236.6426669,33.22324135,16.64512,15.19651,14.68067,14.40183,14.30339,3926,301,2,74,1.57971E+18,GALAXY,0.01496785,1403,53227,249
1.23766E+18,187.0040098,7.912610504,18.18704,17.20247,16.91394,16.79438,16.79927,3842,301,4,40,1.83195E+18,STAR,0.0003017556,1627,53473,386
1.23766E+18,244.4539665,42.20665398,19.32882,17.74776,17.20266,16.84541,16.65335,3226,301,5,78,1.31855E+18,GALAXY,0.1339544,1171,52753,458
1.23766E+18,132.6085548,55.19531663,18.33301,16.94531,16.81998,16.82485,16.92159,3600,301,2,21,3.56576E+18,STAR,0.0001310881,3167,54822,114
1.23766E+18,221.4375186,46.66807791,18.85805,17.89683,17.56354,17.43642,17.43742,3918,301,4,167,9.55791E+18,STAR,-0.0002657767,8489,57483,512
1.23767E+18,232.7099976,17.57057544,18.91851,17.81249,17.35856,16.99808,16.82293,5323,301,4,28,3.14578E+18,GALAXY,0.073095,2794,54537,64
1.23767E+18,15.04088184,-0.4790649597,18.37185,16.64843,15.84245,15.43388,15.1679,4858,301,2,455,4.20537E+18,GALAXY,0.06907256,3735,55209,474
1.23767E+18,17.35505348,-0.6087218058,19.20944,17.32851,16.43975,16.03151,15.71471,4858,301,2,470,4.47043E+17,GALAXY,0.05453685,397,51794,222
1.23767E+18,20.58781035,-0.4862277287,19.43205,17.74369,17.07932,16.69382,16.48817,4858,301,2,492,4.49296E+17,GALAXY,0.01716016,399,51817,226
1.23766E+18,228.436231,43.58158782,18.336,16.14868,15.28052,15.00371,14.88315,3964,301,4,105,3.8168E+18,STAR,-0.0001055263,3390,54945,12
1.23765E+18,24.68895338,14.0898032,19.49443,19.28867,19.10704,18.98951,19.08557,1904,301,3,310,1.24525E+19,QSO,1.421897,11060,58523,113
1.23765E+18,26.93391581,13.85570839,18.9399,17.79917,17.33052,17.13387,17.02622,1904,301,3,325,2.137E+18,STAR,-0.0003717761,1898,53260,153
1.23767E+18,203.5770623,26.50718273,18.92354,18.94119,18.81064,18.9043,19.09267,4670,301,4,46,2.52778E+18,QSO,1.101217,2245,54208,487
1.23767E+18,216.0145715,24.38967698,19.28853,19.14895,19.12903,18.89933,18.97181,4670,301,4,123,2.40053E+18,QSO,1.693071,2132,53493,397
1.23767E+18,234.1966831,19.17001266,19.53045,18.66833,18.44507,18.44213,18.42244,4670,301,4,241,4.43401E+18,GALAXY,0,3938,55328,779
1.23766E+18,172.6133067,57.42711845,19.547,19.42346,19.54753,19.75559,19.90593,3697,301,5,45,1.47394E+18,QSO,1.117136,1309,52762,490
1.23766E+18,112.448903,45.29120718,19.56827,18.29592,17.56291,17.07278,16.76846,4264,301,5,58,2.10103E+18,GALAXY,0.09979795,1866,53314,377
1.23766E+18,122.7800746,57.13271286,19.56662,18.32455,17.78727,17.49627,17.23268,4264,301,5,148,2.10779E+18,GALAXY,0.06840269,1872,53386,379
1.23765E+18,147.306379,2.068266075,17.20526,16.15586,15.73854,15.58399,15.52323,1462,301,4,146,5.40581E+17,STAR,0.0003475065,480,51989,541
1.23767E+18,217.5678906,13.88055933,17.93082,16.51024,15.91064,15.61725,15.51952,5322,301,1,55,3.09288E+18,GALAXY,0.04390443,2747,54233,122
1.23767E+18,158.9258754,26.25531088,19.52016,19.37607,19.39837,19.12242,19.09828,5061,301,1,294,2.64824E+18,QSO,1.683044,2352,53770,449
1.23767E+18,166.1217142,27.58204877,17.89536,16.66538,16.21682,16.03339,15.97047,5061,301,1,338,3.21446E+18,STAR,-7.33E-05,2855,54466,53
1.23767E+18,169.451232,27.98036391,19.16503,19.00292,18.87539,18.91862,18.90422,5061,301,1,358,2.49391E+18,QSO,1.056804,2215,53793,136
1.23766E+18,168.4776206,7.296643212,19.3417,18.95637,18.19325,17.93827,17.47021,3841,301,4,25,1.13041E+18,QSO,0.3611473,1004,52723,40
1.23766E+18,175.3962262,7.414312339,18.64321,16.61261,15.60582,15.17248,14.78776,3841,301,4,71,1.82407E+18,GALAXY,0.08818712,1620,53137,394
1.23766E+18,134.1526334,55.98471368,17.85184,16.63353,16.48822,16.38518,16.39893,3600,301,2,29,8.19552E+18,STAR,0.0001865796,7279,57071,354
1.23766E+18,36.04264306,-1.078819945,18.71862,17.21114,16.45675,16.08067,15.83532,4263,301,1,356,4.57149E+17,GALAXY,0.07158142,406,51876,124
1.23766E+18,37.59057078,-1.175258223,18.85602,17.45436,16.69579,16.24319,15.95419,4263,301,1,367,4.58276E+17,GALAXY,0.07991479,407,51820,125
1.23766E+18,24.07278783,-1.109378733,19.28925,17.94914,17.28781,16.89379,16.70559,4263,301,1,276,4.50372E+17,GALAXY,0.1352298,400,51820,43
1.23766E+18,19.77352103,-1.233807856,19.19347,17.19291,16.11693,15.64415,15.24876,4263,301,1,248,4.48121E+17,GALAXY,0.1220272,398,51789,48
1.23767E+18,279.6175018,41.96551955,19.56714,18.62678,18.27508,18.11507,18.06686,5416,301,5,130,3.17405E+18,STAR,-0.0003918848,2819,54617,488
1.23767E+18,15.9222551,-0.583583428,19.56657,18.51499,18.07156,17.75592,17.65817,4858,301,2,461,1.68666E+18,GALAXY,0.1204848,1498,52914,231
1.23767E+18,18.64298258,-0.484311978,17.69603,16.12459,15.33007,14.89305,14.61295,4858,301,2,479,4.48196E+17,GALAXY,0.07694832,398,51789,320
1.23767E+18,20.2746732,-0.4835944378,18.66364,16.81474,15.98992,15.60315,15.30993,4858,301,2,490,4.49318E+17,GALAXY,0.05410035,399,51817,304
1.23768E+18,336.3207926,1.18848815,18.59496,17.35547,16.86877,16.68623,16.60369,7712,301,1,171,1.28031E+18,STAR,-0.0001342773,1137,52971,574
1.23767E+18,241.1979993,15.23894714,19.29069,17.83566,17.04223,16.55228,16.26833,4678,301,5,263,2.84191E+18,GALAXY,0.1194844,2524,54568,510
1.23767E+18,219.260951,21.91387003,18.92752,18.11632,17.83206,17.5613,17.53983,4678,301,5,117,3.13917E+18,GALAXY,0.06693888,2788,54553,575
1.23766E+18,201.4647683,57.70041472,19.47823,18.20358,17.55688,17.19056,16.93925,3705,301,6,53,1.07977E+18,GALAXY,0.1164712,959,52411,123
1.23765E+18,174.1644883,-0.9567074649,19.57255,18.59834,18.47911,18.45792,18.60459,745,301,1,103,3.1753E+17,STAR,0.001135097,282,51658,94
1.23766E+18,214.2105064,34.55494203,19.43437,17.71771,16.89771,16.50863,16.22072,4512,301,5,106,2.07069E+18,GALAXY,0.08344515,1839,53471,581
1.23768E+18,9.155493392,26.33138799,18.77055,18.31045,17.94533,17.48212,17.3867,8103,301,1,150,8.62465E+18,QSO,0.08257554,7660,57357,928
1.23768E+18,4.918813658,26.26988093,19.19676,17.34275,16.29435,15.85817,15.46556,8103,301,1,125,7.07078E+18,GALAXY,0.1101006,6280,56570,481
1.23768E+18,13.94754809,-8.086178064,18.47,17.05062,16.23878,15.79215,15.47704,8095,301,2,392,8.05583E+18,GALAXY,0.08804879,7155,56629,51
1.23766E+18,182.7448079,43.24939742,16.29036,14.98015,14.40998,14.13269,13.9741,3893,301,5,164,1.63047E+18,GALAXY,0.0196826,1448,53120,617
1.23766E+18,207.2158691,52.32991282,17.94942,16.89151,16.53806,16.41586,16.40157,3180,301,2,40,1.17437E+18,STAR,-0.0002229266,1043,52465,188
1.23765E+18,156.7511471,5.25792731,18.99292,17.89851,17.34651,16.97011,16.79707,2125,301,6,254,6.48621E+17,GALAXY,0.1109041,576,52325,375
1.23765E+18,166.4372409,5.627257583,18.37304,17.96843,17.53664,17.17248,17.125,2125,301,6,318,6.54251E+17,QSO,0.2150977,581,52356,376
1.23765E+18,7.663022339,14.82330968,18.51565,17.26473,16.77735,16.61356,16.52149,1904,301,3,200,3.52753E+18,STAR,1.35E-05,3133,54789,308
1.23766E+18,202.7586583,46.3007625,19.36272,18.4662,18.21178,18.10166,18.08552,3699,301,4,103,1.64723E+18,STAR,0.0001366946,1463,53063,143
1.23765E+18,227.2019414,2.489215116,19.06816,18.03304,17.50774,17.1608,17.02246,1458,301,5,683,6.08101E+17,GALAXY,0.09196714,540,51996,418
1.23766E+18,124.220489,58.50596523,19.54794,18.09133,17.45731,17.21564,16.93676,4264,301,5,159,2.10893E+18,GALAXY,0.02580845,1873,54437,439
